head	relation	tail
NEAT1	ceRNA or sponge	AGPS
RP11-543N12.1	ceRNA or sponge	miR-324-3p
PANDAR	expression association	E-cadherin
MAP3K20-AS1	transcriptional regulation	CDKN1A
GAS5	ceRNA or sponge	RECK
HOTTIP	expression association	CD274
SNHG1	ceRNA or sponge	ADAMTs
MALAT1	ceRNA or sponge	CXCR2
E2F1	transcriptional regulation	RGMB-AS1
XIST	ceRNA or sponge	JAK2
LINC-ROR	interact with mRNA	MYC
SNHG5	ceRNA or sponge	E2F3
SNHG3	ceRNA or sponge	GINS2
NOTCH1	expression association	AK022798
CDR1-AS	ceRNA or sponge	REGÂ¦Ã
KCNQ1OT1	ceRNA or sponge	TSPAN3
AK136714	interact with protein	FOXO3
LUCAT1	ceRNA or sponge	miR-181a
CDKN2B-AS1	interact with protein	HDAC3
MEG3	ceRNA or sponge	LRP6
LINC-ROR	interact with protein	PTBP1
CDKN2B-AS1	ceRNA or sponge	let-7a
lncRNA-135528	expression association	CXCL10
CRNDE	ceRNA or sponge	miR-29c-3p
LINC00961	expression association	CDH2
GAPLINC	expression association	miR-211
MITA1	expression association	p62
Ahit	epigenetic regulation	MEF2A
H19	expression association	TWIST1
XIC	ceRNA or sponge	MIR17
linc-UFC1	expression association	RB1
UCA1	ceRNA or sponge	HIF1A
UNC5B-AS1	expression association	TWIST1
MAGI2-AS3	interact with protein	HEY1
SNHG16	ceRNA or sponge	BCL2
PBB12	ceRNA or sponge	hsa-miR-204-5p
SNHG8	expression association	RECK
SNHG7	transcriptional regulation	ATG5
OIP5-AS1	ceRNA or sponge	PLK2
HOTAIR	expression association	PCDHA1
CASC11	expression association	miRNA-150
RMRP	expression association	SOX9
DANCR	ceRNA or sponge	KLF5
PILRLS	expression association	MDM2
HOTTIP	ceRNA or sponge	ZEB1
PANDAR	expression association	TP53
PVT1	expression association	MAPK
GCAWKR	epigenetic regulation	PTP4A1
uc061hsf.1	expression association	FOXA1
Linc-smad7	ceRNA or sponge	SIRT6
NEAT1	ceRNA or sponge	SMC1A
PVT1	epigenetic regulation	MYC
LINC00963	ceRNA or sponge	CDC5L
H19	expression association	AKT1
SNHG1	ceRNA or sponge	MAPK1
SBF2-AS1	ceRNA or sponge	CDK14
ACTA2-AS1	expression association	ACTA2
SUB1	expression association	HOXA-AS2
LINC00668	epigenetic regulation	CDKN1B
FAM83A-AS1	interact with mRNA	FAM83A
LUCAT1	expression association	DNMT1
TUG1	ceRNA or sponge	PFN2
HOTAIR	expression association	miR-206
SNHG3	epigenetic regulation	MED18
MRPL36	chromatin looping	AZIN2-sv
HOTAIR	ceRNA or sponge	miR-200b
KCNMA1-AS1	expression association	Caspase3
FOXO3	interact with protein	URRCC
HIF1A-AS2	expression association	BAX
LINC00857	ceRNA or sponge	SPAG5
CRNDE	expression association	SMAD3
PART1	ceRNA or sponge	MIR4516
SNHG12	expression association	AMOT
MALAT1	expression association	ATG7
LINC01133	interact with protein	EZH2
LINC01585	expression association	CAMP
PCAT6	expression association	LATS2
MEG3	ceRNA or sponge	BRI3
PTCSC3	expression association	HOXA11-AS
UCA1	expression association	miR-27b-3p
AK126698	expression association	NKD2
HNF1A-AS1	interact with protein	PTPN6
TINCR	expression association	ATF4
HOTAIR	epigenetic regulation	miR-17-5p
CCAT1	expression association	MMP9
MEG3	expression association	ABCG2
NEAT1	expression association	CASP3
AFAP1-AS1	ceRNA or sponge	TCF4
HOXA-AS2	epigenetic regulation	KLF2
MIR503HG	expression association	miR-489-3p
ATB	ceRNA or sponge	miR-200
FOS	transcriptional regulation	circPVT1
DDX11-AS1	ceRNA or sponge	DDX11
LINC00473	expression association	MMP9
ZFAS1	interact with protein	MMP3
PCGEM1	ceRNA or sponge	P4HA2
LINC00839	expression association	miR-3666
KIMAT1	transcriptional regulation	KRAS
DLX6-AS1	interact with protein	UPF1
ST8SIA6-AS1	expression association	MAPK
HAGLROS	expression association	MTOR
MALAT1	ceRNA or sponge	SMAD4
TDRG1	expression association	VEGFA
TTN-AS1	ceRNA or sponge	ZNRF2
RP11-732M18.3	interact with protein	14-3-3beta
PTENP1	expression association	Vimentin
EGF	expression association	LINC01089
LINC01224	ceRNA or sponge	AKT3
TPTE2P1	expression association	Caspase3
MIR99AHG	interact with protein	Cyclin D1
TP53COR1	expression association	CDKN1A
Linc-SCRG1	ceRNA or sponge	SKP2
MEG3	expression association	BAX
UCA1	ceRNA or sponge	miR-26a
MEG3	ceRNA or sponge	SKP2
RAMS11	interact with protein	CBX4
LOC90784	expression association	CCND1
CERNA2	ceRNA or sponge	STAT3
TINCR	ceRNA or sponge	FBXW7
RAMS11	transcriptional regulation	TOP2A
HOTAIR	ceRNA or sponge	miR-217-5p
HOTAIR	expression association	MAPK1
LINC-ROR	expression association	MRP1
LINC00319	interact with protein	TAF1
HNF1A-AS1	expression association	MMP9
DUXAP8	ceRNA or sponge	miR-26b-5p
SNHG20	transcriptional regulation	miR-140
PAX5	transcriptional regulation	IDH1-AS1
CCAT2	expression association	CTNNB1
UCA1	ceRNA or sponge	CREB1
XIST	ceRNA or sponge	LARP1
CHROMR	expression association	miR-33a
TUG1	expression association	MIR127
NFKB1	expression association	NLUCAT1
XIST	ceRNA or sponge	PPP1R13L
NORAD	ceRNA or sponge	CDC6
let-7c	expression association	H19
BLACAT1	interact with protein	SUZ12
RP11-732M18.3	expression association	CDKN1A
lnc-ATB	expression association	E-cadherin
HAND2-AS1	expression association	NMU
LOXL1-AS1	ceRNA or sponge	SNX16
CYTOR	ceRNA or sponge	MCL1
CASC2	ceRNA or sponge	miR-24
LINC00630	interact with protein	DDX23
linc-223	ceRNA or sponge	IRF4
NEAT1	ceRNA or sponge	MCL1
OIP5-AS1	ceRNA or sponge	SOX2
HAGLR	ceRNA or sponge	CCND1
LINC01426	interact with mRNA	RUNX1
MEG3	expression association	TNF
HOTAIR	expression association	CASP2
CRNDE	ceRNA or sponge	MCM5
OIP5-AS1	ceRNA or sponge	ITGA6
GAS1RR	expression association	POU5F1
LBX2-AS1	expression association	HES1
ANKRD40CL	ceRNA or sponge	MAPK1
GAS5	ceRNA or sponge	CDKN1B
LINC01672	expression association	MMP10
HOTAIR	expression association	PTK2B
DUXAP9-206	interact with protein	CBLB
LINC01278	ceRNA or sponge	SMAD3
NORAD	ceRNA or sponge	miR-199a-3p
HULC	ceRNA or sponge	MIR622
FOXC2-AS1	expression association	ABCB1
DANCR	ceRNA or sponge	miR-216a-5p
MALAT1	ceRNA or sponge	NR3C2
LINC00346	expression association	STAT3
SNHG5	ceRNA or sponge	PTEN
SNHG16	ceRNA or sponge	miR-195
PCAT19	ceRNA or sponge	KDM3A
ZEB1-AS1	ceRNA or sponge	ETS1
PFAR	ceRNA or sponge	MIR15A
SNHG16	ceRNA or sponge	VEGFA
SNHG7	ceRNA or sponge	MIR381
MALAT1	ceRNA or sponge	miR-206
MIR100HG	ceRNA or sponge	MYCN
OTUD6B-AS1	ceRNA or sponge	miR-21
LINC00052	ceRNA or sponge	CALCOCO1
TNFSF10	ceRNA or sponge	FGFR1
LINC00313	ceRNA or sponge	miR-4429
MIR99AHG	expression association	miR-125b
NEAT1	ceRNA or sponge	miR-129
RGMB-AS1	expression association	RGMB
AATBC	expression association	RB1
E2F2	transcriptional regulation	PRR34-AS1
XIST	ceRNA or sponge	PDK1
H19	ceRNA or sponge	E2F3
H19	ceRNA or sponge	ITGB3
GACAT3	ceRNA or sponge	NAMPT
LINC00974	ceRNA or sponge	KRT19
PVT1	expression association	SOX2
LINC00922	epigenetic regulation	LZTS1
MEG3	epigenetic regulation	CDH1
HAND2-AS1	ceRNA or sponge	MIR1275
H19	ceRNA or sponge	miR-21
PICSAR	expression association	MAPK3
H19	expression association	REXO2
NEAT1	ceRNA or sponge	RRM2
LINC00673	transcriptional regulation	LATS2
PANTR1	expression association	CDK4
HOTTIP	interact with mRNA	TWIST1
TATDN1	expression association	EZR
RMRP	ceRNA or sponge	MAPK1
CDKN2B-AS1	expression association	MYD88
PTTG3P	ceRNA or sponge	PARP2
PVT1	ceRNA or sponge	IRS1
HNF1A-AS1	expression association	RRM1
CHROMR	expression association	miR-128
LINC01354	ceRNA or sponge	ATF1
LINC-PINT	ceRNA or sponge	MIR543
LEF1-AS1	expression association	LEF1
PGM5-AS1	ceRNA or sponge	SMAD4
NEAT1	expression association	MMP7
PSMG3-AS1	ceRNA or sponge	miR-143-3p
NBDY	expression association	MYC
LINC00461	ceRNA or sponge	SALL1
LUCAT1	expression association	GSK3B
F11-AS1	ceRNA or sponge	PTEN
LINC00205	interact with mRNA	CSDE1
H19	expression association	VEGFA
DACOR1	epigenetic regulation	CBS
SP1	transcriptional regulation	ILF3-DT
NEAT1	ceRNA or sponge	SP1
TUG1	ceRNA or sponge	YAP1
LINC-01572:28	interact with protein	SKP2
ELFN1-AS1	ceRNA or sponge	MTA1
HULC	ceRNA or sponge	SIRT1
SOD2	transcriptional regulation	LIN28B
LINC00662	ceRNA or sponge	WNT1A
HNF1A-AS1	expression association	MYC
TMPOP2	epigenetic regulation	CDH1
SNHG1	ceRNA or sponge	RAB11A
ZEB1-AS1	epigenetic regulation	ZEB1
SNHG6	ceRNA or sponge	BCL2L11
EZR-AS1	expression association	BCL2
LINC00844	transcriptional regulation	NDRG1
BDNF-AS	epigenetic regulation	GSK-3beta
SNHG20	epigenetic regulation	CDKN1A
NEAT1	ceRNA or sponge	RUNX2
HOTAIR	epigenetic regulation	HOXA1
MIAT	ceRNA or sponge	PAPPA
TARID	interact with protein	GADD45A
LOXL1-AS1	ceRNA or sponge	HMGA2
LINC00461	ceRNA or sponge	TOP2A
MALAT1	ceRNA or sponge	AKT3
LUADT1	ceRNA or sponge	TRIM11
CAR10	ceRNA or sponge	RAB3D
SNHG20	expression association	SNHG20
miR-21	ceRNA or sponge	CASC2
CCEPR	expression association	MMP7
UCA1	expression association	HK2
XLOC_008466	ceRNA or sponge	XIAP
LINC-ROR	expression association	MLL1
UCA1	expression association	miR-185-5
ZEB2-AS1	ceRNA or sponge	PGF
DUXAP10	expression association	Cyclin E
COL1A2-AS1	ceRNA or sponge	SMAD7
DANCR	interact with protein	PSMD10
HOXA-AS2	epigenetic regulation	PLK3
PGM5-AS1	ceRNA or sponge	PTEN
HNF1A-AS1	expression association	TP53
CCAT1	ceRNA or sponge	HOXA1
DLX6-AS1	ceRNA or sponge	POU2F1
CCEPR	expression association	CCND1
HOTAIR	ceRNA or sponge	miR-218
HOXA11-AS	ceRNA or sponge	miR-148a
STARD13-AS	expression association	N-cadherin
MEG3	expression association	TPM1
XIST	ceRNA or sponge	miR-27b-3p
MYBL2	transcriptional regulation	PITPNA-AS1
HOTTIP	expression association	CCND1
ELAVL1	transcriptional regulation	LINC00336
CERS6-AS1	ceRNA or sponge	HMGA1
SOX2-OT	ceRNA or sponge	SOX5
LINC00682	ceRNA or sponge	LMX1A
LINC00673	interact with protein	AR
SNHG1	expression association	VIM
RP11-395G23.3	ceRNA or sponge	PTEN
MIR22HG	expression association	NOTCH2
OR3A4P	ceRNA or sponge	miR-1227-5p
HOTAIR	interact with protein	SNAI1
TUSC7	ceRNA or sponge	miR-371a-5p
CASC9	expression association	ABCB1
HIF1A-AS1	expression association	CASP3
LINC00589	expression association	STAT3
RHPN1-AS1	expression association	TP53
FEZF1-AS1	expression association	CDKN1A
NEAT1	ceRNA or sponge	GLI1
NEAT1	ceRNA or sponge	ZEB1
MALAT1	expression association	PARP1
H19	expression association	COQ8B
LINC00707	ceRNA or sponge	miR-613
NEAT1_2	ceRNA or sponge	WEE1
SP1	transcriptional regulation	NORAD
UCA1	ceRNA or sponge	miR-613
SNHG5	ceRNA or sponge	miR-20a
SNHG6	transcriptional regulation	HIF1A
FTH1P3	ceRNA or sponge	miR-224-5p
CDKN2B-AS1	ceRNA or sponge	miR-191
NBR2	expression association	miRNA-21
ZBTB40-IT1	interact with protein	OPG
MALAT1	ceRNA or sponge	TGFA
ZBTB40-IT1	interact with protein	RUNX2
lncRNA-ECM	expression association	ICAM1
UCA1	ceRNA or sponge	SIRT1
LNC00312	expression association	CCNB1
SNHG6	ceRNA or sponge	MAPK6
CCAT1-L	expression association	MYC
CANT1	epigenetic regulation	JPX
SNHG6	expression association	miR-186-5p
UPF1	interact with protein	CYTOR
TUG1	ceRNA or sponge	CCND2
LINC01352	ceRNA or sponge	APC
TFDP1	expression association	E-selectin
FOXD2-AS1	epigenetic regulation	CDKN1B
SAMMSON	interact with protein	CARF
DGCR5	ceRNA or sponge	SMAD7
LCAL1	interact with protein	PRKAA2
DLEU1	epigenetic regulation	KPNA3
KCNQ1OT1	ceRNA or sponge	LMX1A
PDIA3P1	ceRNA or sponge	TRAF6
MALAT1	expression association	LAYN
MALAT1	expression association	ZEB1
XIST	ceRNA or sponge	BCL2L2
JPX	interact with protein	PIK3CA
CERNA2	ceRNA or sponge	CDK6
NONRATG019935.2	expression association	TP53
MNX1-AS1	expression association	KISS1
OIP5-AS1	ceRNA or sponge	CDK14
XIST	ceRNA or sponge	ZEB1
CACS15	ceRNA or sponge	ABCC1
BISPR	expression association	miR-21-5p
DMTF1	ceRNA or sponge	FUT4
miR-135a	expression association	GAS5
H19	ceRNA or sponge	USP4
HCP5	ceRNA or sponge	EZH2
CAIF	expression association	MIR1246
E2F1	transcriptional regulation	SNHG7
MYOSLID	expression association	SNAI2
LINC01672	interact with protein	BPTF
ZEB1-AS1	expression association	MAPK1
LINC00511	ceRNA or sponge	CCND2
NR2F1-AS1	ceRNA or sponge	MAP3K2
UCA1	ceRNA or sponge	CDC42
LOXL1-AS	expression association	Giver
LSINCT5	interact with protein	APC
NEAT1	expression association	TFR4
LINC01093	interact with protein	GLI1
TTN-AS1	ceRNA or sponge	MBTD1
HAGLR	ceRNA or sponge	miR-133a-3p
CCAT2	ceRNA or sponge	miR-424
PVT1	ceRNA or sponge	FGF2
H19	expression association	CDK8
CDR1-AS	ceRNA or sponge	miR-135a
STAT1	expression association	HAS2-AS1
AGAP2-AS1	epigenetic regulation	ANGPTL4
TUG1	expression association	ANPEP
DANCR	expression association	CDKN1A
DNM3OS	ceRNA or sponge	HIP1
LINC000607	expression association	TP53
AC016745.3	expression association	NONO
LINC02041	expression association	HES5
GAS5	expression association	YBX1
BX357664	expression association	TGFB1
PCBP2-OT1	interact with protein	BMI1
LINC00460	interact with mRNA	IGF2BP2
SNHG1	epigenetic regulation	KLF2
CACNA1G-AS1	expression association	TP53
DUXAP8	epigenetic regulation	RHOB
XIST	ceRNA or sponge	miR-449a
HNF1A	transcriptional regulation	HNF1A-AS1
ST8SIA6-AS1	expression association	AKT1
LINC01354	interact with protein	CTNNB1
E7	expression association	TMPOP2
ANCR	epigenetic regulation	CDKN1B
NKILA	ceRNA or sponge	NLRX1
HOTAIR	ceRNA or sponge	PDPK1
XIST	ceRNA or sponge	SOX7
LINC00242	ceRNA or sponge	FOXC1
DANCR	ceRNA or sponge	miR-214
FBXL19-AS1	expression association	CDKN1A
UCA1	ceRNA or sponge	CXCR4
GAS5	ceRNA or sponge	miR-126-3p
FENDRR	interact with protein	SOX4
SNHG16	ceRNA or sponge	HOXA7
CLMAT3	expression association	CDH1
CCAT1	ceRNA or sponge	miR-219-1
lncAPP	ceRNA or sponge	ZEB2/CDH2
MALAT1	expression association	p-p65
AP2Â¦Ã	transcriptional regulation	LINC00511
SNHG3	ceRNA or sponge	ZEB1
RUNX1-IT1	expression association	Ki67
LINC00346	expression association	JAK2
HOTAIR	ceRNA or sponge	NOTCH3
PEG10	expression association	MMP9
HULC	ceRNA or sponge	RTKN
MALAT1	expression association	IL6
PCGEM1	ceRNA or sponge	FBXW11
GAPLINC	ceRNA or sponge	miR-331-3p
GIHCG	epigenetic regulation	miR-200a
GAS5	ceRNA or sponge	PDCD4
MCM3AP-AS1	ceRNA or sponge	MIR455
LINC01138	ceRNA or sponge	miR-1273e
LUCAT1	interact with protein	AKT1
UCA1	ceRNA or sponge	NRF2
PVT1	expression association	SMAD2
SNHG7	ceRNA or sponge	SYVN1
SNHG5	ceRNA or sponge	N-cadherin
HOXA-AS3	ceRNA or sponge	LPCAT1
NEAT1	expression association	miR-181b
MALAT1	expression association	miR-140
ZFAS1	ceRNA or sponge	KDR
BDNF-AS	expression association	CCNE1
LINC00470	expression association	ILF2
NR4A1AS	transcriptional regulation	NR4A1
TUG1	expression association	p38
LINC00467	expression association	AKT1
CYTOR	ceRNA or sponge	ERBB4
MITA1	expression association	Beclin-1
PICSAR	expression association	DUSP6
LINC00662	ceRNA or sponge	EZH2
RPL13AP20	ceRNA or sponge	EZH2
PVT1	transcriptional regulation	TSHR
ILF3-DT	ceRNA or sponge	SMAD2
XIST	ceRNA or sponge	miR-34a
LNCARSR	ceRNA or sponge	HK1
PPM1A-AS	expression association	AKT1
TARDBP	interact with protein	MALAT1
BGLT3	expression association	PTEN
CASC2	expression association	MAPK8
ADAMTS9-AS2	ceRNA or sponge	EZH2
ICMT-DT	epigenetic regulation	CNN1
SNHG14	ceRNA or sponge	miR-152-3p
AK022798	expression association	ABCC1
LINC00589	expression association	HIF1A
XIST	ceRNA or sponge	ZEB2
Mirt2	ceRNA or sponge	miR-429
GAS5	epigenetic regulation	HIPK2
CREB1	transcriptional regulation	FOXD2-AS1
HOTTIP	ceRNA or sponge	miR-547-5p
PVT1	interact with protein	EZH2
FENDRR	epigenetic regulation	BIRC5
SNHG4	ceRNA or sponge	RUNX2
H19	expression association	CCL2
MIR100HG	ceRNA or sponge	CDK6
LINC01133	epigenetic regulation	KLF2
LINC01857	interact with protein	CREB1
PCAT6	expression association	Cyclin D1
SP1	interact with protein	THAP7-AS1
HULC	expression association	miR-125a-3p
MNX1-AS1	transcriptional regulation	BTG2
CRNDE	transcriptional regulation	BBC3
CCAT2	expression association	TP53
CANT1	epigenetic regulation	FTX
MALAT1	ceRNA or sponge	MAPK1
HULC	transcriptional regulation	miR-9
GAS5	expression association	Cyclin B1
LNMAT2	epigenetic regulation	PROX1
CDKN2B-AS1	expression association	MTA1
XIST	transcriptional regulation	AGO2
RP11-468E2.5	interact with protein	STAT6
HOXA-AS2	ceRNA or sponge	miR-520a-3p
CCAT1	ceRNA or sponge	BUB1B
SNHG22	ceRNA or sponge	E2F3
H19	ceRNA or sponge	NF1
FTX	ceRNA or sponge	miR-374a
NKILA	expression association	Clecaspase-9
SP1	transcriptional regulation	CASC11
LEF1-AS1	expression association	miR-544a
SNHG15	expression association	TNFRSF11A
DUXAP8	ceRNA or sponge	SAPCD2
SNHG1	ceRNA or sponge	MAPK6
lncBCAS1-4_1	transcriptional regulation	ZEB1
MALAT1	expression association	miR-129-5p
LINC00324	interact with protein	CFAP251
IATPR	expression association	ROCK1
CCAT1	ceRNA or sponge	miR-148b
PEG10	expression association	Cyclin D1
HOXA11-AS	ceRNA or sponge	HOXA7
CASC2	ceRNA or sponge	MUC6
TP73-AS1	interact with protein	YY1
SNHG12	transcriptional regulation	CDCA3
MRPL23-AS1	interact with protein	E-cadherin
NNT-AS1	ceRNA or sponge	BCL9
CCAT1	ceRNA or sponge	miR-152
DBH-AS1	expression association	CDKN1B
HOTAIR	expression association	CCL2
ABHD11-AS1	ceRNA or sponge	SLC1A5
E2F1	transcriptional regulation	SNHG3
HOTAIR	expression association	GSK3Â¦Ã
MALAT1	expression association	DRD1
YY1	transcriptional regulation	PART1
Hmrhl	expression association	ZIC1
LINC00261	expression association	CASP3
SNHG12	ceRNA or sponge	WWP1
PVT1	ceRNA or sponge	ATG3
PVT1	expression association	FOXM1
NEAT1	ceRNA or sponge	p38
H19	expression association	IRS1
LINC01133	epigenetic regulation	CDH1
OIP5-AS1	ceRNA or sponge	VOPP1
HAGLROS	expression association	ATG9A
MALAT1	ceRNA or sponge	MIR202
SNHG16	ceRNA or sponge	PIK3CA
HOTAIRM1	ceRNA or sponge	PTEN
MALAT1	epigenetic regulation	EGFL7
NEAT1	ceRNA or sponge	PRKDC
LINC00941	interact with protein	ANXA2
DLX6-AS1	expression association	AKT1
MEG3	expression association	EN2
LNCRNA-ATB	ceRNA or sponge	ZEB1
HDAC3	transcriptional regulation	LOC101928316
SNHG6	ceRNA or sponge	E2F5
MALAT1	expression association	KDM5B
MALAT1	ceRNA or sponge	ROCK1
LINC00174	ceRNA or sponge	S100A10
GHET1	expression association	PTEN
MALAT1	expression association	p-ERK
NNT-AS1	ceRNA or sponge	E2F2
NEAT1	expression association	NANOG
MALAT1	expression association	AXL
HOTAIR	ceRNA or sponge	miR-1
JPX	interact with protein	AKT1
EGFR-AS1	expression association	p-JAK
PBB12	ceRNA or sponge	KLF4
MVIH	expression association	JUNB
SP1	transcriptional regulation	LINC00665
KIMAT1	transcriptional regulation	NPM1
CYTOR	epigenetic regulation	BRCA1
PTCSC3	ceRNA or sponge	SCAI
FEZF1-AS1	expression association	OTX1
PCGEM1	expression association	RHOA
SOD2-OT1	expression association	CDKN1A
HOTAIR	expression association	DNMT3B
METTL3	interact with mRNA	FOXD2-AS1
PANDAR	expression association	CDKN2C
SPRY4-IT1	expression association	ZNF703
HOTAIR	ceRNA or sponge	EZH2
IRF4	expression association	TEX41
lnc-ATB	ceRNA or sponge	ZEB1
LncRNA-OBFC2A	transcriptional regulation	SMAD3
MALAT1	ceRNA or sponge	FOXA1
RMRP	ceRNA or sponge	MYC
PVT1	ceRNA or sponge	FGFR1
NEAT1	ceRNA or sponge	FGF9
XIST	ceRNA or sponge	TRIM25
UCA1	expression association	BMP-2
JUND1	transcriptional regulation	LOXL1-AS1
LINC00886	epigenetic regulation	DAPK2
SAP30-DT	ceRNA or sponge	PDK4
DDX11-AS1	ceRNA or sponge	IRS1
ZFAS1	ceRNA or sponge	PTEN
TUG1	expression association	miR-455-3p
HOTAIR	expression association	CASP3
SNHG16	ceRNA or sponge	Cyclin D1
TAL1	transcriptional regulation	Hmrhl
MIAT	ceRNA or sponge	miR-214
CREB1	transcriptional regulation	LEF1-AS1
H19	expression association	GSR
HOXA11-AS	interact with protein	EZH2
SNHG5	transcriptional regulation	TNFRSF10A
MACC1-AS1	ceRNA or sponge	TWIST1
H19	ceRNA or sponge	VASH2
LINC00313	ceRNA or sponge	MIR422A
HATAIR	ceRNA or sponge	miR-613
MEG8	ceRNA or sponge	PPARA
LINC00689	ceRNA or sponge	PKM
LNCRNA-ATB	ceRNA or sponge	miR-195
CDKN2B-AS1	interact with protein	CDKN2B
Mirt2	ceRNA or sponge	miR-34a-5p
RMRP	ceRNA or sponge	NRP2
PART1	ceRNA or sponge	CHRAC1
ZNF667-AS1	ceRNA or sponge	miR-93
NR4A3	transcriptional regulation	Giver
FOXCUT	transcriptional regulation	MMP9
ILF3-DT	interact with protein	ILF3
OIP5-AS1	ceRNA or sponge	IL13
ZNF281	expression association	PROM1
CERNA2	expression association	DICER1
PUM1	interact with protein	HOTAIR
PVT1	epigenetic regulation	miR-146a
CASC2	ceRNA or sponge	SOCS2
IRF1-AS	interact with protein	DHX9
DANCR	expression association	TNF
PVT1	expression association	STAT3
Linc-00313	ceRNA or sponge	ZIC4
TDRG1	ceRNA or sponge	SOX4
MIAT	ceRNA or sponge	INCENP
SUMO1P3	interact with mRNA	CTNNB1
DGCR5	expression association	MTOR
HOXA-AS3	ceRNA or sponge	PDE5A
PCAT7	ceRNA or sponge	ELF2
HOTAIR	ceRNA or sponge	ST8SIA4
LMCD1-AS1	ceRNA or sponge	miR-106b-5p
MALAT1	expression association	miR-122
IL21-AS1	expression association	IL2
MALAT1	expression association	SNAI2
RP11-531A24.3	expression association	ANXA2
LINC00467	ceRNA or sponge	IP6K2
SNHG7	expression association	N-cadherin
MALAT1	ceRNA or sponge	BRWD1
ZEB1-AS1	ceRNA or sponge	MIR23C
LINC00342	ceRNA or sponge	HDGF
OIP5-AS1	ceRNA or sponge	SLC7A11
BANCR	ceRNA or sponge	NOTCH2
LncCCAT1	ceRNA or sponge	TRDMT1
ZEB1	transcriptional regulation	LBX2-AS1
BCYRN1	ceRNA or sponge	miR-204-5p
SNHG7	transcriptional regulation	RBM5
HOTAIR	expression association	KDM6B
GAS5	expression association	MIR137
LINC00628	expression association	p-Akt
AR	expression association	PCGEM1
DUXAP8	ceRNA or sponge	YAP1
EIF4A3	transcriptional regulation	RPL34-DT
